Rank,Name,Weight Class,Record,Age,Location,Wins,Losses,Draws,Total Fights,Win Percentage,Region,Country,LAT,LON
830,Yves Ngabu,cruiser,21 1 0,34.0,"Roeselare, West-Vlaanderen, Belgium",21,1,0,22,95.5,"Roeselare, West-Vlaanderen", Belgium,49.92564477828725,4.17903974849959
831,Tyler Denny,middle,15 2 3,31.0,"Rowley Regis, West Midlands, United Kingdom",15,2,3,20,75.0,"Rowley Regis, West Midlands", United Kingdom,54.74967012049703,-2.831108536619511
832,Ryuya Tsugawa,super bantam,9 1 0,22.0,"Sakai, Osaka, Japan",9,1,0,10,90.0,"Sakai, Osaka", Japan,36.55127378235655,138.86461782962493
833,Demsey McKean,heavy,22 0 0,32.0,"Brentwood, Essex, United Kingdom",22,0,0,22,100.0,"Brentwood, Essex", United Kingdom,54.856524564714256,-3.2801939229557475
834,"Rokhman 
 Akhmetkhanov",middle,4 0 0,26.0,"Moscow, Russia",4,0,0,4,100.0,Moscow, Russia,64.66370661915988,97.63467906323469
835,"Jose Macias 
 Enriquez",super light,16 2 2,23.0,"Monterrey, Nuevo León, Mexico",16,2,2,20,80.0,"Monterrey, Nuevo León", Mexico,23.847259192797853,-102.35894356975075
836,Sergio Martinez,middle,56 3 2,47.0,Spain,56,3,2,61,91.8,Spain,,46.12572970688814,6.906078960518215
836,Sergio Martinez,middle,56 3 2,47.0,Spain,56,3,2,61,91.8,Spain,,46.499961945793736,10.8308825681558
837,Jabulani Makhense,welter,14 1 0,,"Pretoria, Gauteng, South Africa",14,1,0,15,93.3,"Pretoria, Gauteng", South Africa,-29.106377029037727,24.83952247018653
838,Katsuya Yasuda,light,10 1 0,30.0,"Yokohama, Kanagawa, Japan",10,1,0,11,90.9,"Yokohama, Kanagawa", Japan,36.95190134007255,138.55526337358017
839,Jinki Maeda,feather,10 1 0,26.0,"Osaka, Osaka, Japan",10,1,0,11,90.9,"Osaka, Osaka", Japan,36.903460622972155,139.13885458958487
840,"Jose Martin Estrada 
 Garcia",super bantam,12 4 1,34.0,"Monclova, Coahuila de Zaragoza, Mexico",12,4,1,17,70.6,"Monclova, Coahuila de Zaragoza", Mexico,24.205693810212956,-102.82885581636494
841,"Rosendo Hugo 
 Guarneros",bantam,20 5 2,32.0,"Amozoc, Puebla, Mexico",20,5,2,27,74.1,"Amozoc, Puebla", Mexico,24.729720046562097,-101.29457799757168
842,Ian Green,middle,16 2 0,29.0,"Haledon, New Jersey, USA",16,2,0,18,88.9,"Haledon, New Jersey", USA,40.822500182852714,-100.99772291664334
843,"Willibaldo Garcia 
 Perez",bantam,18 5 1,32.0,"Copala, Guerrero, Mexico",18,5,1,24,75.0,"Copala, Guerrero", Mexico,23.70671990806064,-101.6756934469286
844,Danny Ball,welter,12 1 1,26.0,"Kingswinford, West Midlands, United Kingdom",12,1,1,14,85.7,"Kingswinford, West Midlands", United Kingdom,54.506809158482284,-3.11911369808038
845,Hector Andres Sosa,super bantam,14 2 0,27.0,"Junín, Buenos Aires, Argentina",14,2,0,16,87.5,"Junín, Buenos Aires", Argentina,-34.6360670748767,-64.78670889708569
846,Prince Dlomo,super light,16 11 1,33.0,"Johannesburg, Gauteng, South Africa",16,11,1,28,57.1,"Johannesburg, Gauteng", South Africa,-28.513666642181217,24.41389559337168
847,Goki Kobayashi,minimum,5 0 0,24.0,"Kobe, Hyogo, Japan",5,0,0,5,100.0,"Kobe, Hyogo", Japan,36.993153972131616,139.15372937929249
848,Fran Mendoza,bantam,15 0 0,25.0,"Vitoria, País Vasco, Spain",15,0,0,15,100.0,"Vitoria, País Vasco", Spain,39.083423281033845,-4.598848909727739
849,Elijah Pierce,super bantam,16 2 0,26.0,"Midwest City, Oklahoma, USA",16,2,0,18,88.9,"Midwest City, Oklahoma", USA,39.065534933324464,-100.72763135392631
850,Artur Reis,super middle,9 0 0,30.0,"Wolfsburg, Niedersachsen, Germany",9,0,0,9,100.0,"Wolfsburg, Niedersachsen", Germany,50.581851807509516,10.268344747474462
851,Emmanuel Tagoe,light,32 2 0,33.0,"Accra, Ghana",32,2,0,34,94.1,Accra, Ghana,8.556627610980664,-0.780636968496939
852,Nikodem Jezewski,cruiser,22 2 1,31.0,"Koscierzyna, Poland",22,2,1,25,88.0,Koscierzyna, Poland,51.87495882275313,19.106006902407888
853,Andrei Mikhailovich,middle,19 0 0,25.0,"Auckland, New Zealand",19,0,0,19,100.0,Auckland, New Zealand,-41.13871423926644,173.82987027009608
854,Diego De La Hoya,super bantam,23 1 0,28.0,"Mexicali, Baja California, Mexico",23,1,0,24,95.8,"Mexicali, Baja California", Mexico,22.56849275819748,-101.59553827031264
855,"Akzhol Sulaimanbek 
 Uulu",light,16 2 0,32.0,"Ekaterinburg, Russia",16,2,0,18,88.9,Ekaterinburg, Russia,64.39316142937376,97.77959621362525
856,Oscar Collazo,minimum,5 0 0,25.0,"Villalba, Puerto Rico",5,0,0,5,100.0,Villalba, Puerto Rico,17.262900718047305,-65.79713018699856
857,Shokichi Iwata,light fly,9 1 0,26.0,"Tokyo, Japan",9,1,0,10,90.0,Tokyo, Japan,36.220685340015805,139.63319766494152
858,"Jose Armando Valdes 
 Bernal",super bantam,11 7 1,28.0,"Mexico City, Distrito Federal, Mexico",11,7,1,19,57.9,"Mexico City, Distrito Federal", Mexico,23.204783810128788,-102.935093429111
859,Milan Prat,super welter,18 0 0,23.0,"Drancy, Seine-Saint-Denis, France",18,0,0,18,100.0,"Drancy, Seine-Saint-Denis", France,47.91689832529123,1.2498994204826555
860,Kevin Gonzalez,super bantam,25 0 1,25.0,"Culiacan, Sinaloa, Mexico",25,0,1,26,96.2,"Culiacan, Sinaloa", Mexico,23.018070997478823,-102.00935688982321
861,Ronny Landaeta,super middle,19 4 0,39.0,"Barcelona, Cataluña, Spain",19,4,0,23,82.6,"Barcelona, Cataluña", Spain,39.19519500779854,-5.077627033812089
862,Vincenzo Gualtieri,middle,20 0 1,29.0,"Wuppertal, Nordrhein-Westfalen, Germany",20,0,1,21,95.2,"Wuppertal, Nordrhein-Westfalen", Germany,51.173750581364786,11.038928075965867
863,Darragh Foley,super light,21 4 1,34.0,"Bondi, New South Wales, Australia",21,4,1,26,80.8,"Bondi, New South Wales", Australia,-25.770215329146254,134.62774376467706
864,Yevgeniy Pavlov,super bantam,8 0 0,23.0,"Petropavl, Kazakhstan",8,0,0,8,100.0,Petropavl, Kazakhstan,48.06354513411847,67.17909316667506
865,Chordale Booker,middle,17 1 0,31.0,"Stamford, Connecticut, USA",17,1,0,18,94.4,"Stamford, Connecticut", USA,38.582795919301404,-100.36200819308429
866,ArAr Andales,minimum,14 2 2,23.0,"Bacoor, Cavite, Philippines",14,2,2,18,77.8,"Bacoor, Cavite", Philippines,12.918712448582587,123.26332292602311
867,Jonathan Rodriguez,super fly,25 2 0,27.0,"San Luis Potosi, San Luis Potosí, Mexico",25,2,0,27,92.6,"San Luis Potosi, San Luis Potosí", Mexico,24.095485345259252,-102.30496369354454
868,Juan Jose Velasco,super light,24 3 0,35.0,"Buenos Aires, Distrito Federal, Argentina",24,3,0,27,88.9,"Buenos Aires, Distrito Federal", Argentina,-35.2586472083905,-64.89835309365085
869,"Pedro Bernal 
 Rodriguez",light,10 1 2,24.0,"Mexico City, Distrito Federal, Mexico",10,1,2,13,76.9,"Mexico City, Distrito Federal", Mexico,24.492764551031577,-102.02250865689685
870,Siphamandla Baleni,minimum,20 5 2,,"Mthatha, Eastern Cape, South Africa",20,5,2,27,74.1,"Mthatha, Eastern Cape", South Africa,-29.92509294722012,24.90507026784067
871,"Paul Valenzuela 
 Cuesta",super middle,28 11 0,36.0,"Santa Rosalia, Baja California Sur, Mexico",28,11,0,39,71.8,"Santa Rosalia, Baja California Sur", Mexico,23.667909243404523,-101.82252746187245
872,Yamato Hata,super feather,12 2 0,25.0,"Tokyo, Japan",12,2,0,14,85.7,Tokyo, Japan,37.15407936435249,139.34182227515922
873,Daisuke Watanabe,feather,12 6 2,31.0,"Tokyo, Japan",12,6,2,20,60.0,Tokyo, Japan,35.77069211681512,138.49333273419643
874,Joey Canoy,light fly,19 5 2,29.0,"General Santos City, Cotabato del Sur, Philippines",19,5,2,26,73.1,"General Santos City, Cotabato del Sur", Philippines,13.23686774781644,122.8368320089071
875,Guillaume Frenois,light,50 2 1,39.0,"Saint-Quentin, Aisne, France",50,2,1,53,94.3,"Saint-Quentin, Aisne", France,47.30042064068359,0.9735842313108968
876,Sakaria Lukas,feather,25 2 1,38.0,"Windhoek, Namibia",25,2,1,28,89.3,Windhoek, Namibia,-21.88410975541695,17.767937485904685
877,"Luis Torres 
 Valenzuela",light,17 0 0,21.0,"Ciudad Obregon, Sonora, Mexico",17,0,0,17,100.0,"Ciudad Obregon, Sonora", Mexico,23.830972472216544,-101.81695325177499
878,Nathan Heaney,middle,16 0 0,33.0,"Stoke-on-Trent, Staffordshire, United Kingdom",16,0,0,16,100.0,"Stoke-on-Trent, Staffordshire", United Kingdom,54.84367119233014,-3.9280681738616208
879,Samuel Antwi,welter,14 2 0,31.0,"Stockwell, London, United Kingdom",14,2,0,16,87.5,"Stockwell, London", United Kingdom,55.557988807395944,-3.3165116743076184
880,"Jose Luis Rodriguez 
 Guerrero",welter,15 3 2,24.0,"Irapuato, Guanajuato, Mexico",15,3,2,20,75.0,"Irapuato, Guanajuato", Mexico,23.514612141825534,-101.41501139125266
881,Miguel Flores,feather,25 4 1,30.0,"Spring, Texas, USA",25,4,1,30,83.3,"Spring, Texas", USA,39.2102078945488,-100.3339782362957
882,Takeru Kobata,welter,12 6 1,24.0,"Beppu, Oita, Japan",12,6,1,19,63.2,"Beppu, Oita", Japan,37.169651359407474,139.4140054377477
883,Fradimil Macayo,light,17 1 0,30.0,"Carupano, Venezuela",17,1,0,18,94.4,Carupano, Venezuela,8.21833550710536,-66.38223382213536
884,Christian Gomez,welter,22 3 1,29.0,"Guadalajara, Jalisco, Mexico",22,3,1,26,84.6,"Guadalajara, Jalisco", Mexico,24.117870779342063,-101.44923711084623
885,Kevin Johnson,super light,12 2 0,30.0,"Las Vegas, Nevada, USA",12,2,0,14,85.7,"Las Vegas, Nevada", USA,39.86437270595636,-100.42180217211194
886,John Bopape,middle,13 8 0,31.0,"Alexandra, Gauteng, South Africa",13,8,0,21,61.9,"Alexandra, Gauteng", South Africa,-29.178141901368566,24.998903205354686
887,Keith Hunter,light,15 1 0,30.0,"Las Vegas, Nevada, USA",15,1,0,16,93.8,"Las Vegas, Nevada", USA,40.22756372373441,-100.74281248605152
888,Magomed Madiev,middle,16 1 2,28.0,"Makhachkala, Russia",16,1,2,19,84.2,Makhachkala, Russia,65.28060133265546,96.30923579039894
889,Nadjib Mohammedi,super middle,44 9 0,37.0,"Gardanne, Bouches-du-Rhône, France",44,9,0,53,83.0,"Gardanne, Bouches-du-Rhône", France,46.95650464582622,1.8619330679663777
890,Raymundo Beltran,super light,37 10 1,41.0,"Avondale, Arizona, USA",37,10,1,48,77.1,"Avondale, Arizona", USA,40.1346767929791,-100.92358457559446
891,Garen Diagan,minimum,9 3 0,26.0,"General Santos City, Cotabato del Sur, Philippines",9,3,0,12,75.0,"General Santos City, Cotabato del Sur", Philippines,12.221470283551884,122.4488941091073
892,Nicklaus Flaz,welter,10 2 0,27.0,"Vega Alta, Puerto Rico",10,2,0,12,83.3,Vega Alta, Puerto Rico,18.804816415239497,-65.81182883598531
893,Dzmitry Asanau,light,5 0 0,26.0,"Molodechno, Belarus",5,0,0,5,100.0,Molodechno, Belarus,53.06758683293531,27.515165621999724
894,Jahi Tucker,welter,9 0 0,19.0,"Deer Park, New York, USA",9,0,0,9,100.0,"Deer Park, New York", USA,40.1696567922852,-100.70009345993448
895,Marcos Villasana,light,27 7 0,31.0,"Acapulco, Guerrero, Mexico",27,7,0,34,79.4,"Acapulco, Guerrero", Mexico,23.71101771678159,-102.70355229007072
896,Kamil Szeremeta,middle,23 2 1,33.0,"Bialystok, Poland",23,2,1,26,88.5,Bialystok, Poland,52.81894943195417,18.83011812170915
897,Jose Olmeda Robles,super feather,20 1 0,23.0,"La Cruz, Sinaloa, Mexico",20,1,0,21,95.2,"La Cruz, Sinaloa", Mexico,23.477642715767146,-102.42335145915531
898,Esneth Domingo,light fly,17 2 0,24.0,"Lebak, Sultan Kudarat, Philippines",17,2,0,19,89.5,"Lebak, Sultan Kudarat", Philippines,13.039699610094889,123.41434822732381
899,Kyonosuke Kameda,feather,9 3 1,24.0,"Osaka, Osaka, Japan",9,3,1,13,69.2,"Osaka, Osaka", Japan,37.24817203542892,138.90372213420014
900,Derrieck Cuevas,super welter,24 1 1,28.0,"Rio Piedras, Puerto Rico",24,1,1,26,92.3,Rio Piedras, Puerto Rico,18.011268624797218,-66.87406968423822
901,Alessio Lorusso,bantam,20 4 2,26.0,"Macherio, Lombardia, Italy",20,4,2,26,76.9,"Macherio, Lombardia", Italy,42.87071799140487,12.622496143775022
902,Valerii Oganisian,super light,6 0 0,27.0,"Ruza, Russia",6,0,0,6,100.0,Ruza, Russia,65.39380223017889,97.73655416633896
903,Hector Tanajara,light,20 1 1,26.0,"San Antonio, Texas, USA",20,1,1,22,90.9,"San Antonio, Texas", USA,39.591009712582874,-99.97573090476595
904,Olimjon Nazarov,fly,28 5 0,37.0,"Tashkent, Uzbekistan",28,5,0,33,84.8,Tashkent, Uzbekistan,41.873792646283064,63.76472522908672
905,"Jonathan Rojas 
 Jardines",bantam,6 2 1,20.0,"Veracruz, Veracruz, Mexico",6,2,1,9,66.7,"Veracruz, Veracruz", Mexico,23.746966459017532,-102.52081557606185
906,Masayoshi Hashizume,super fly,19 1 2,29.0,"Tokyo, Japan",19,1,2,22,86.4,Tokyo, Japan,35.90156495282923,139.4844200646781
907,Hugo Hernandez,fly,19 7 1,27.0,"Texcoco, México, Mexico",19,7,1,27,70.4,"Texcoco, México", Mexico,23.58594226524403,-101.89861715023679
908,Bryan Chevalier,super feather,18 1 1,28.0,"Bayamon, Puerto Rico",18,1,1,20,90.0,Bayamon, Puerto Rico,17.72286066345361,-66.84769257898195
909,Hopey Price,super bantam,9 0 0,22.0,"Leeds, Yorkshire, United Kingdom",9,0,0,9,100.0,"Leeds, Yorkshire", United Kingdom,55.69036594906995,-3.455356031579281
910,Homura Fujita,super light,9 1 0,27.0,"Tokyo, Japan",9,1,0,10,90.0,Tokyo, Japan,36.87969834714929,139.53706143955569
911,"Alessandro 
 Riguccini",welter,27 0 0,34.0,"Sansepolcro, Toscana, Italy",27,0,0,27,100.0,"Sansepolcro, Toscana", Italy,42.30158599122039,12.684704675821855
912,Misael Lopez,feather,14 1 0,26.0,"Denver, Colorado, USA",14,1,0,15,93.3,"Denver, Colorado", USA,40.47560767184429,-101.09533307078453
913,Jake Wyllie,super light,8 0 0,,"Toowoomba, Queensland, Australia",8,0,0,8,100.0,"Toowoomba, Queensland", Australia,-24.74513884415275,135.30952609404017
914,"Bryan Mercado 
 Vazquez",super bantam,24 1 0,27.0,"Mexico City, Distrito Federal, Mexico",24,1,0,25,96.0,"Mexico City, Distrito Federal", Mexico,23.731214452883066,-102.09537815025494
915,Jun Ikegawa,super bantam,3 0 2,24.0,"Tokyo, Japan",3,0,2,5,60.0,Tokyo, Japan,36.09656997570006,137.87870757545613
916,Danai Ngiabphukhiaw,light fly,14 3 0,22.0,"Ang Thong, Thailand",14,3,0,17,82.4,Ang Thong, Thailand,15.484318831975047,99.59415087855014
917,Khuseyn Baysangurov,super welter,12 5 2,28.0,"Moscow, Russia",12,5,2,19,63.2,Moscow, Russia,65.02631989496716,98.09273899187346
918,Yuki Nagano,welter,19 4 0,33.0,"Tokyo, Japan",19,4,0,23,82.6,Tokyo, Japan,36.115880396735946,139.27594300299538
919,Jack Bateson,super bantam,17 1 0,28.0,"Leeds, Yorkshire, United Kingdom",17,1,0,18,94.4,"Leeds, Yorkshire", United Kingdom,54.298128942467784,-3.6055319592360147
920,Joel Camilleri,middle,25 8 1,32.0,"Brisbane, Queensland, Australia",25,8,1,34,73.5,"Brisbane, Queensland", Australia,-24.64163255944488,135.98294180657112
921,Roman Fress,cruiser,15 1 0,28.0,"Magdeburg, Sachsen-Anhalt, Germany",15,1,0,16,93.8,"Magdeburg, Sachsen-Anhalt", Germany,50.95781252789515,10.875895943879886
922,"Yahir Alan Frank 
 Verdugo",fly,11 0 0,20.0,"Hermosillo, Sonora, Mexico",11,0,0,11,100.0,"Hermosillo, Sonora", Mexico,23.10308339808272,-102.64685493577232
923,Duke Ragan,feather,8 0 0,25.0,"Cincinnati, Ohio, USA",8,0,0,8,100.0,"Cincinnati, Ohio", USA,39.20996370469326,-99.58735323563504
924,Michell Banquez,bantam,20 2 0,32.0,"Fort Lauderdale, Florida, USA",20,2,0,22,90.9,"Fort Lauderdale, Florida", USA,39.879473044973025,-99.88988670032607
925,Edwin Palomares,feather,18 4 1,26.0,"Mexico City, Distrito Federal, Mexico",18,4,1,23,78.3,"Mexico City, Distrito Federal", Mexico,22.970582081719744,-102.26708051948248
926,Raiko Santana,super middle,9 3 0,29.0,"Chihuahua, Chihuahua, Mexico",9,3,0,12,75.0,"Chihuahua, Chihuahua", Mexico,23.062280678789577,-101.69023584645615
927,Orestes Velazquez,super light,6 0 0,29.0,"Miami, Florida, USA",6,0,0,6,100.0,"Miami, Florida", USA,39.55926820052566,-100.02927594102367
928,Manuel Jaimes,light,12 1 1,22.0,"Stockton, California, USA",12,1,1,14,85.7,"Stockton, California", USA,40.37087882024208,-101.20513837070693
929,Ryan Karl,super light,19 4 0,30.0,"Houston, Texas, USA",19,4,0,23,82.6,"Houston, Texas", USA,39.86305488835488,-99.87455041484706
930,Edgard Moskvichev,super middle,17 1 2,24.0,"Saint Petersburg, Russia",17,1,2,20,85.0,Saint Petersburg, Russia,64.30419683253919,97.3397075266478
931,"Jean Jacques 
 Olivier",cruiser,15 2 1,34.0,"Paris, Paris, France",15,2,1,18,83.3,"Paris, Paris", France,46.631448132694445,2.4352013316973666
932,Emre Cukur,super middle,19 2 1,29.0,"Munich, Bayern, Germany",19,2,1,22,86.4,"Munich, Bayern", Germany,51.01089121308052,10.849343245573102
933,"Joshua Oluwaseun 
 Wahab",super feather,22 1 0,24.0,"Accra, Ghana",22,1,0,23,95.7,Accra, Ghana,8.082959487297634,-0.9395382590918168
934,Dakota Linger,super light,13 5 3,28.0,"Buckhannon, West Virginia, USA",13,5,3,21,61.9,"Buckhannon, West Virginia", USA,39.22240742089373,-100.31757405043176
935,Ricardo Malajika,super fly,10 2 0,24.0,"Johannesburg, Gauteng, South Africa",10,2,0,12,83.3,"Johannesburg, Gauteng", South Africa,-28.53872782220143,25.51921562830964
936,Hasanboy Dusmatov,light fly,5 0 0,29.0,"Indio, California, USA",5,0,0,5,100.0,"Indio, California", USA,40.26974613860872,-100.88033630231078
937,Timo Schwarzkopf,super light,21 5 0,31.0,"Stuttgart, Baden-Württemberg, Germany",21,5,0,26,80.8,"Stuttgart, Baden-Württemberg", Germany,50.79353622419195,10.252068616145603
938,"Israel Rodriguez 
 Picazo",super bantam,25 5 0,24.0,"Mexico City, Distrito Federal, Mexico",25,5,0,30,83.3,"Mexico City, Distrito Federal", Mexico,23.974149540126348,-102.3845665879144
939,"Francisco Daniel 
 Veron",middle,11 0 0,24.0,"Fort Lauderdale, Florida, USA",11,0,0,11,100.0,"Fort Lauderdale, Florida", USA,39.54207133132209,-100.42748370672524
940,Immanuel Josef,fly,14 4 1,30.0,Namibia,14,4,1,19,73.7,Namibia,,44.92526473080721,6.903671312013261
940,Immanuel Josef,fly,14 4 1,30.0,Namibia,14,4,1,19,73.7,Namibia,,46.78760250682868,10.83914212965934
941,"Fillemon 
 Nghutenanye",fly,10 0 1,27.0,Namibia,10,0,1,11,90.9,Namibia,,44.345337095235635,7.357176300045986
941,"Fillemon 
 Nghutenanye",fly,10 0 1,27.0,Namibia,10,0,1,11,90.9,Namibia,,47.61192737279601,10.811801398377309
942,Jhony Navarrete,super welter,35 18 2,34.0,"San Juan Zitlaltepec, México, Mexico",35,18,2,55,63.6,"San Juan Zitlaltepec, México", Mexico,24.204699209595955,-102.67575838754945
943,"Franco Maximiliano 
 Ocampo",welter,16 2 0,26.0,"Isidro Casanova, Buenos Aires, Argentina",16,2,0,18,88.9,"Isidro Casanova, Buenos Aires", Argentina,-35.13712602850076,-65.73262698961823
944,Jonathan Jose Eniz,welter,30 18 1,28.0,"Dolores, Buenos Aires, Argentina",30,18,1,49,61.2,"Dolores, Buenos Aires", Argentina,-34.43578350263167,-64.07123733509685
945,Nick Hannig,super middle,10 1 1,36.0,"Berlin, Berlin, Germany",10,1,1,12,83.3,"Berlin, Berlin", Germany,51.483895877584196,10.282373478777048
946,Thomas Patrick Ward,feather,33 0 1,28.0,"West Rainton, County Durham, United Kingdom",33,0,1,34,97.1,"West Rainton, County Durham", United Kingdom,54.88663745057112,-2.769755180174602
947,Felix Montenegro,super fly,11 9 1,29.0,"Panama City, Panama",11,9,1,21,52.4,Panama City, Panama,9.34726503467064,-80.78931253181416
948,Josue Vargas,super light,20 3 0,24.0,"Bronx, New York, USA",20,3,0,23,87.0,"Bronx, New York", USA,40.419683532449355,-100.30949432459984
949,Sabelo Ngebinyana,super bantam,15 6 0,30.0,"Cape Town, Western Cape, South Africa",15,6,0,21,71.4,"Cape Town, Western Cape", South Africa,-29.174868917237816,24.165619243956346
950,Chris Jenkins,welter,23 6 3,34.0,"Garnant, Wales, United Kingdom",23,6,3,32,71.9,"Garnant, Wales", United Kingdom,54.01714210650593,-3.505554390890496
951,Virgel Vitor,super feather,20 2 0,25.0,"Tagbilaran City, Bohol, Philippines",20,2,0,22,90.9,"Tagbilaran City, Bohol", Philippines,12.93105292986744,122.66995189095499
952,Franklin Gonzalez,super fly,25 1 0,26.0,"Los Teques, Venezuela",25,1,0,26,96.2,Los Teques, Venezuela,8.112148649576113,-66.94770518274386
953,Jhonny Gonzalez,super feather,69 12 1,41.0,"Mexico City, Distrito Federal, Mexico",69,12,1,82,84.1,"Mexico City, Distrito Federal", Mexico,23.261471545211528,-101.3419678233415
954,Joel Cordova,fly,13 6 2,28.0,"Mexico City, Distrito Federal, Mexico",13,6,2,21,61.9,"Mexico City, Distrito Federal", Mexico,23.31046918373174,-102.16648894918285
955,Jose Marruffo,super light,14 11 2,31.0,"Phoenix, Arizona, USA",14,11,2,27,51.9,"Phoenix, Arizona", USA,39.82937807354362,-100.10084295843181
956,Sven Elbir,middle,19 1 0,29.0,"Wedding, Berlin, Germany",19,1,0,20,95.0,"Wedding, Berlin", Germany,51.20468094463837,9.72314717194283
957,River Wilson-Bent,middle,13 2 1,28.0,"Coventry, Warwickshire, United Kingdom",13,2,1,16,81.2,"Coventry, Warwickshire", United Kingdom,54.76205679107377,-3.051318517060751
958,Gideon Buthelezi,super fly,23 6 0,36.0,"Boipatong, Gauteng, South Africa",23,6,0,29,79.3,"Boipatong, Gauteng", South Africa,-28.62882861065813,25.341973923630142
959,Nathaniel Collins,feather,11 0 0,26.0,"Bearsden, Scotland, United Kingdom",11,0,0,11,100.0,"Bearsden, Scotland", United Kingdom,55.13238182104622,-2.9200604297523443
960,Azael Villar,light fly,19 1 3,28.0,"24 de Diciembre, Panama",19,1,3,23,82.6,24 de Diciembre, Panama,8.845300063468214,-81.36628658824972
961,Regie Suganob,light fly,12 0 0,25.0,"Dauis, Bohol, Philippines",12,0,0,12,100.0,"Dauis, Bohol", Philippines,12.99126072145358,121.95863360301698
962,Franck Petitjean,super light,23 6 3,34.0,"Clichy, Hauts-de-Seine, France",23,6,3,32,71.9,"Clichy, Hauts-de-Seine", France,45.872207292475466,1.8905098581688207
963,Dmitrii Khasiev,super feather,12 4 2,27.0,"Vladikavkaz, Russia",12,4,2,18,66.7,Vladikavkaz, Russia,64.50673107685532,97.8424146496531
964,Yusuf Kanguel,super middle,22 5 1,38.0,"Duisburg, Nordrhein-Westfalen, Germany",22,5,1,28,78.6,"Duisburg, Nordrhein-Westfalen", Germany,51.07948714647695,9.656799496581836
965,"Claudio Gabriel 
 Daneff",light,17 2 1,26.0,"Canuelas, Buenos Aires, Argentina",17,2,1,20,85.0,"Canuelas, Buenos Aires", Argentina,-35.518477861380795,-64.6946117809808
966,Yamaguchi Falcao,super middle,24 1 1,34.0,"Serra, Espirito Santo, Brazil",24,1,1,26,92.3,"Serra, Espirito Santo", Brazil,-9.86507372021106,-52.82978138785107
967,Chann Thonson,light,13 0 0,30.0,"Brossard, Quebec, Canada",13,0,0,13,100.0,"Brossard, Quebec", Canada,62.148008675097394,-108.44243752389879
968,Ja'Rico O'Quinn,super fly,15 1 1,27.0,"Detroit, Michigan, USA",15,1,1,17,88.2,"Detroit, Michigan", USA,39.69440078389919,-100.19675756220839
969,Avni Yildirim,super middle,24 5 0,31.0,"Istanbul, Turkiye",24,5,0,29,82.8,Istanbul, Turkiye,38.35805294549126,34.33290563151836
970,Nawaphon Kaikanha,bantam,56 2 1,31.0,"Bangkok, Thailand",56,2,1,59,94.9,Bangkok, Thailand,15.531314745291025,100.36026122050077
971,Hovhannes Bachkov,super light,3 0 0,30.0,"Gyumri, Armenia",3,0,0,3,100.0,Gyumri, Armenia,40.497548100429206,43.61794360409143
972,Tewa Kiram,super welter,48 1 0,30.0,"Buriram, Thailand",48,1,0,49,98.0,Buriram, Thailand,14.631999113846986,100.86470678822727
973,Pete Apolinar,super bantam,16 3 0,27.0,"San Pablo, Laguna, Philippines",16,3,0,19,84.2,"San Pablo, Laguna", Philippines,12.503352561384515,122.7551653191016
974,Narumi Yukawa,light,6 0 0,27.0,"Fuji, Shizuoka, Japan",6,0,0,6,100.0,"Fuji, Shizuoka", Japan,36.16064470891097,139.90752345032962
975,Bryan Acosta,feather,18 0 0,24.0,"Hermosillo, Sonora, Mexico",18,0,0,18,100.0,"Hermosillo, Sonora", Mexico,24.145305587700676,-102.90314857980083
976,Andrew Tabiti,heavy,20 1 0,33.0,"Las Vegas, Nevada, USA",20,1,0,21,95.2,"Las Vegas, Nevada", USA,38.94770593131905,-100.25886421286133
977,Elnur Abduraimov,super feather,10 0 0,28.0,"Brooklyn, New York, USA",10,0,0,10,100.0,"Brooklyn, New York", USA,40.12255154442661,-98.85922614247907
978,Charles Hatley,welter,30 3 1,36.0,"Frisco, Texas, USA",30,3,1,34,88.2,"Frisco, Texas", USA,39.34160920568582,-100.68986067661369
979,Athenkosi Dumezweni,super fly,13 4 0,,"Mthatha, Eastern Cape, South Africa",13,4,0,17,76.5,"Mthatha, Eastern Cape", South Africa,-28.879327801363758,25.598909346440227
980,Isaac Avelar,feather,18 5 0,25.0,"Aguascalientes, Aguascalientes, Mexico",18,5,0,23,78.3,"Aguascalientes, Aguascalientes", Mexico,23.77524724831205,-102.32614040284359
981,Alexander Devyatov,light,14 0 0,24.0,"Saratov, Russia",14,0,0,14,100.0,Saratov, Russia,64.618448232414,97.27007656306047
982,Michael Eifert,light heavy,11 1 0,24.0,"Magdeburg, Sachsen-Anhalt, Germany",11,1,0,12,91.7,"Magdeburg, Sachsen-Anhalt", Germany,51.70801273377331,11.053821883441284
983,Mikael Lawal,cruiser,17 0 0,27.0,"Shepherd's Bush, London, United Kingdom",17,0,0,17,100.0,"Shepherd's Bush, London", United Kingdom,54.6713591519058,-2.9836100094067897
984,Bienvenido Ligas,fly,14 3 2,24.0,"Caloocan City, Metro Manila, Philippines",14,3,2,19,73.7,"Caloocan City, Metro Manila", Philippines,12.21621431268902,122.94917927038219
985,Kyohei Tonomoto,feather,13 3 1,27.0,"Osaka, Osaka, Japan",13,3,1,17,76.5,"Osaka, Osaka", Japan,36.7851717618424,139.81801699862552
986,Anauel Ngamissengue,middle,12 0 0,26.0,"Val-d'Oise, France",12,0,0,12,100.0,Val-d'Oise, France,46.00990263188575,1.719584000279645
